"customerkey","geographykey","customeralternatekey","firstname","middlename","lastname","birthdate","gender","emailaddress","addressline1","datefirstpurchase","commutedistance","stateprovincecode","stateprovincename","countryregioncode","englishcountryregionname","postalcode","salesterritorykey","ipaddresslocator"
11134,30,"AW00011134","Larry","D","Townsend","1957-02-22","M","larry14@adventure-works.com","7034 Carson","2020-05-03","5-10 Miles","SA","South Australia","AU","Australia","6006",9,"198.51.100.31"
11135,302,"AW00011135","Marcus","L","Harris","1985-05-02","M","marcus14@adventure-works.com","9068 Quiet Place Drive","2022-04-18","5-10 Miles","CA","California","US","United States","94010",4,"192.0.2.49"
11136,53,"AW00011136","Brianna","D","Morgan","1984-04-24","F","brianna30@adventure-works.com","9005 Eagle Ct.","2022-01-03","0-1 Miles","BC","British Columbia","CA","Canada","V9",6,"198.51.100.54"
11137,641,"AW00011137","Jasmine","A","Taylor","1984-01-17","F","jasmine7@adventure-works.com","2457 Matterhorn Court","2022-07-31","5-10 Miles","WA","Washington","US","United States","99202",1,"203.0.113.134"
11138,325,"AW00011138","Lauren",NULL,"Davis","1984-03-14","F","lauren23@adventure-works.com","8105 Pembrook Court","2022-09-19","0-1 Miles","CA","California","US","United States","91203",4,"192.0.2.72"
11139,28,"AW00011139","Tanya",NULL,"Moreno","1949-11-05","F","tanya2@adventure-works.com","6155 Wilbur Drive","2022-09-14","5-10 Miles","SA","South Australia","AU","Australia","6105",9,"198.51.100.29"
11140,301,"AW00011140","Javier","L","Alvarez","1982-08-11","M","javier1@adventure-works.com","8935 Etcheverry Dr.","2022-03-19","5-10 Miles","CA","California","US","United States","91502",4,"192.0.2.48"
11141,314,"AW00011141","Nicole",NULL,"Ramirez","1982-12-19","F","nicole42@adventure-works.com","1101 C Street","2022-05-16","0-1 Miles","CA","California","US","United States","94015",4,"192.0.2.61"
11142,51,"AW00011142","Eduardo",NULL,"Patterson","1983-02-11","M","eduardo55@adventure-works.com","6255 Macalvey Dr.","2022-02-13","0-1 Miles","BC","British Columbia","CA","Canada","V9",6,"198.51.100.52"
11143,334,"AW00011143","Jonathan","M","Henderson","1982-08-04","M","jonathan4@adventure-works.com","165 East Lane Road","2022-06-15","5-10 Miles","CA","California","US","United States","90712",4,"192.0.2.81"
11144,607,"AW00011144","Edward",NULL,"Hernandez","1985-03-08","M","edward48@adventure-works.com","7607 Pine Hollow Road","2022-01-25","0-1 Miles","WA","Washington","US","United States","98107",1,"203.0.113.100"
11145,536,"AW00011145","Jasmine","L","Coleman","1985-06-06","F","jasmine46@adventure-works.com","1961 Oak Grove Road","2022-01-25","0-1 Miles","OR","Oregon","US","United States","97005",1,"203.0.113.29"
11146,8,"AW00011146","Karla","L","Goel","1945-02-22","F","karla20@adventure-works.com","3272 Corrie Lane","2022-02-05","5-10 Miles","NSW","New South Wales","AU","Australia","2036",9,"198.51.100.9"
11147,40,"AW00011147","Ernest","L","Wu","1944-08-04","M","ernest6@adventure-works.com","1832 RiverRock Dr","2020-05-13","0-1 Miles","VIC","Victoria","AU","Australia","3280",9,"198.51.100.41"
11148,22,"AW00011148","Ross",NULL,"Vazquez","1947-02-13","M","ross32@adventure-works.com","1201 Paso Del Rio Way","2022-03-07","5-10 Miles","QLD","Queensland","AU","Australia","4169",9,"198.51.100.23"
11149,25,"AW00011149","Theodore",NULL,"Gill","1946-10-18","M","theodore14@adventure-works.com","9120 Pinewood Court","2022-06-04","0-1 Miles","QLD","Queensland","AU","Australia","4655",9,"198.51.100.26"
11150,39,"AW00011150","Russell","M","Shen","1946-09-12","M","russell6@adventure-works.com","4755 Easley Drive","2022-03-27","5-10 Miles","VIC","Victoria","AU","Australia","3429",9,"198.51.100.40"
11151,18,"AW00011151","Melinda","G","Gill","1947-08-25","F","melinda9@adventure-works.com","805 Rainier Dr.","2020-05-15","0-1 Miles","NSW","New South Wales","AU","Australia","1002",9,"198.51.100.19"
11152,633,"AW00011152","James","J","Williams","1981-07-09","M","james77@adventure-works.com","6827 Seagull Court","2022-01-09","5-10 Miles","WA","Washington","US","United States","98371",1,"203.0.113.126"
11153,635,"AW00011153","Angela","R","James","1981-12-21","F","angela34@adventure-works.com","8877 Weatherly Drive","2022-03-29","5-10 Miles","WA","Washington","US","United States","98055",1,"203.0.113.128"
11154,553,"AW00011154","Megan","G","Walker","1982-02-18","F","megan25@adventure-works.com","6898 Holiday Hills","2022-01-10","5-10 Miles","OR","Oregon","US","United States","97071",1,"203.0.113.46"
11155,301,"AW00011155","Hunter","J","Robinson","1981-07-25","M","hunter50@adventure-works.com","8356 Mori Court","2022-01-06","1-2 Miles","CA","California","US","United States","91502",4,"192.0.2.48"
11156,334,"AW00011156","Maria",NULL,"Roberts","1981-08-06","F","maria47@adventure-works.com","9452 Mariposa Ct.","2022-01-08","1-2 Miles","CA","California","US","United States","90712",4,"192.0.2.81"
11157,642,"AW00011157","Hannah","E","Long","1980-12-08","F","hannah32@adventure-works.com","1832 Preston Ct.","2022-07-24","5-10 Miles","WA","Washington","US","United States","98403",1,"203.0.113.135"
11158,361,"AW00011158","Jason","K","Wright","1981-04-06","M","jason46@adventure-works.com","6771 Bundros Court","2022-01-19","5-10 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
11159,385,"AW00011159","Brianna","A","Hughes","1981-03-16","F","brianna57@adventure-works.com","6793 Bonifacio St.","2022-09-08","1-2 Miles","CA","California","US","United States","91364",4,"192.0.2.132"
11160,311,"AW00011160","Maurice","M","Tang","1979-07-08","M","maurice4@adventure-works.com","2886 Chaparral Court","2022-02-21","5-10 Miles","CA","California","US","United States","94519",4,"192.0.2.58"
11161,311,"AW00011161","Emily",NULL,"Wood","1979-10-20","F","emily27@adventure-works.com","1562 Black Walnut","2022-06-01","1-2 Miles","CA","California","US","United States","94519",4,"192.0.2.58"
11162,331,"AW00011162","Chase",NULL,"Cox","1979-09-02","M","chase10@adventure-works.com","P.O. Box 8070","2022-02-18","5-10 Miles","CA","California","US","United States","92806",4,"192.0.2.78"
11163,372,"AW00011163","Gabriel",NULL,"Wang","1980-06-18","M","gabriel21@adventure-works.com","8002 Crane Court","2022-05-01","5-10 Miles","CA","California","US","United States","91977",4,"192.0.2.119"
11164,374,"AW00011164","Devin",NULL,"Brooks","1979-11-02","M","devin63@adventure-works.com","4231 Highland Dr.","2022-04-27","1-2 Miles","CA","California","US","United States","90505",4,"192.0.2.121"
11165,348,"AW00011165","Jocelyn",NULL,"Alexander","1979-01-15","F","jocelyn18@adventure-works.com","3376 Bank Way","2022-05-25","1-2 Miles","CA","California","US","United States","94611",4,"192.0.2.95"
11166,631,"AW00011166","Ashley",NULL,"Martinez","1977-10-22","F","ashley18@adventure-works.com","6993 Whyte Park Ave.","2022-10-14","0-1 Miles","WA","Washington","US","United States","98501",1,"203.0.113.124"
11167,618,"AW00011167","Jasmine","J","Barnes","1978-01-29","F","jasmine43@adventure-works.com","9183 Via Del Sol","2022-01-07","0-1 Miles","WA","Washington","US","United States","98027",1,"203.0.113.111"
11168,348,"AW00011168","David",NULL,"Rodriguez","1973-11-12","M","david83@adventure-works.com","38 Shangri-la Rd.","2022-01-15","0-1 Miles","CA","California","US","United States","94611",4,"192.0.2.95"
11169,312,"AW00011169","Bryce",NULL,"Richardson","1973-12-20","M","bryce8@adventure-works.com","1841 Blackwood Drive","2022-05-26","0-1 Miles","CA","California","US","United States","92118",4,"192.0.2.59"
11170,612,"AW00011170","Carol","T","Howard","1973-08-04","F","carol5@adventure-works.com","6281 Edward Ave","2022-08-26","0-1 Miles","WA","Washington","US","United States","98168",1,"203.0.113.105"
11171,385,"AW00011171","Jonathan","E","Hill","1978-10-05","M","jonathan43@adventure-works.com","3731 Chinquapin Ct","2020-08-20","1-2 Miles","CA","California","US","United States","91364",4,"192.0.2.132"
11172,626,"AW00011172","Gabrielle","J","Adams","1973-05-20","F","gabrielle58@adventure-works.com","5621 Arcadia Pl.","2022-05-03","1-2 Miles","WA","Washington","US","United States","98036",1,"203.0.113.119"
11173,552,"AW00011173","Sarah","F","Thomas","1973-02-28","F","sarah13@adventure-works.com","5636 Mt. Whitney Dr.","2022-03-02","0-1 Miles","OR","Oregon","US","United States","97068",1,"203.0.113.45"
11174,338,"AW00011174","Nicholas",NULL,"Robinson","1973-01-09","M","nicholas19@adventure-works.com","1318 Lasalle Street","2022-07-13","2-5 Miles","CA","California","US","United States","90012",4,"192.0.2.85"
11175,300,"AW00011175","Luis",NULL,"Wang","1968-09-01","M","luis24@adventure-works.com","6943 Patterson Blvd.","2020-08-28","5-10 Miles","CA","California","US","United States","90210",4,"192.0.2.47"
11176,50,"AW00011176","Mason","D","Roberts","1979-01-21","M","mason25@adventure-works.com","5753 Megan Dr.","2022-02-02","1-2 Miles","BC","British Columbia","CA","Canada","V2W 1W2",6,"198.51.100.51"
11177,359,"AW00011177","Jose","M","Flores","1948-01-01","M","jose6@adventure-works.com","3991 Rambling Rose Drive","2022-03-29","5-10 Miles","CA","California","US","United States","92102",4,"192.0.2.106"
11178,334,"AW00011178","Nathan","J","Johnson","1954-08-20","M","nathan55@adventure-works.com","8927 Daylight Place","2022-02-21","1-2 Miles","CA","California","US","United States","90712",4,"192.0.2.81"
11179,300,"AW00011179","Molly","E","Rodriguez","1959-12-08","F","molly18@adventure-works.com","5556 Riverland Dr.","2022-03-12","5-10 Miles","CA","California","US","United States","90210",4,"192.0.2.47"
11180,307,"AW00011180","April",NULL,"Anand","1948-07-01","F","april18@adventure-works.com","3531 Brookview Drive","2022-03-17","0-1 Miles","CA","California","US","United States","91910",4,"192.0.2.54"
11181,338,"AW00011181","Devin","P","Martin","1960-02-01","M","devin13@adventure-works.com","1085 Greenbelt Way","2022-05-07","0-1 Miles","CA","California","US","United States","90012",4,"192.0.2.85"
11182,638,"AW00011182","Stephanie",NULL,"Torres","1950-02-22","F","stephanie19@adventure-works.com","6968 Mildred Ln.","2022-08-28","10+ Miles","WA","Washington","US","United States","98284",1,"203.0.113.131"
11183,368,"AW00011183","Jasmine","W","Lee","1950-01-12","F","jasmine19@adventure-works.com","7502 Contuti Avenue","2022-04-30","10+ Miles","CA","California","US","United States","95062",4,"192.0.2.115"
11184,311,"AW00011184","Meghan",NULL,"Hernandez","1955-11-13","F","meghan3@adventure-works.com","5872 L St.","2022-08-10","10+ Miles","CA","California","US","United States","94519",4,"192.0.2.58"
11185,53,"AW00011185","Ashley",NULL,"Henderson","1950-04-07","F","ashley31@adventure-works.com","8834 San Jose Ave.","2022-02-21","10+ Miles","BC","British Columbia","CA","Canada","V9",6,"198.51.100.54"
11186,352,"AW00011186","Sarah","C","Price","1949-11-18","F","sarah25@adventure-works.com","4815 Paraiso Ct.","2022-10-18","10+ Miles","CA","California","US","United States","94303",4,"192.0.2.99"
11187,612,"AW00011187","Jennifer","S","Cooper","1949-08-21","F","jennifer63@adventure-works.com","2429 Longview Road","2022-04-03","10+ Miles","WA","Washington","US","United States","98168",1,"203.0.113.105"
11188,361,"AW00011188","Catherine",NULL,"Morris","1950-03-06","F","catherine16@adventure-works.com","6542 Stonewood Drive","2022-11-01","1-2 Miles","CA","California","US","United States","91776",4,"192.0.2.108"
11189,609,"AW00011189","Lawrence","W","Blanco","1950-01-12","M","lawrence14@adventure-works.com","7502 Contuti Avenue","2020-08-26","10+ Miles","WA","Washington","US","United States","98225",1,"203.0.113.102"
11190,300,"AW00011190","Carson",NULL,"Bryant","1949-12-20","M","carson17@adventure-works.com","2995 Youngsdale Dr.","2022-08-28","10+ Miles","CA","California","US","United States","90210",4,"192.0.2.47"
11191,310,"AW00011191","Kristi","E","Perez","1951-06-17","F","kristi39@adventure-works.com","1769 Lislin Ct","2020-08-11","10+ Miles","CA","California","US","United States","94014",4,"192.0.2.57"
11192,637,"AW00011192","James","C","Brown","1951-03-13","M","james79@adventure-works.com","673 Old Mountain View Dr.","2022-06-23","2-5 Miles","WA","Washington","US","United States","98104",1,"203.0.113.130"
11193,553,"AW00011193","Ian","A","Gray","1950-08-13","M","ian72@adventure-works.com","5941 Gill Dr.","2022-02-25","2-5 Miles","OR","Oregon","US","United States","97071",1,"203.0.113.46"
11194,352,"AW00011194","Jacqueline","R","Price","1950-12-08","F","jacqueline0@adventure-works.com","872 Mark Twain Dr","2022-03-13","2-5 Miles","CA","California","US","United States","94303",4,"192.0.2.99"
11195,635,"AW00011195","Megan",NULL,"Henderson","1951-08-10","F","megan55@adventure-works.com","8411 Mt. Olivet Place","2022-04-14","10+ Miles","WA","Washington","US","United States","98055",1,"203.0.113.128"
11196,536,"AW00011196","Alfredo",NULL,"Romero","1951-12-05","M","alfredo10@adventure-works.com","2499 Greendell Pl","2022-03-03","10+ Miles","OR","Oregon","US","United States","97005",1,"203.0.113.29"
11197,637,"AW00011197","Andrea",NULL,"Morris","1951-12-16","F","andrea18@adventure-works.com","1883 Green View Court","2022-05-02","1-2 Miles","WA","Washington","US","United States","98104",1,"203.0.113.130"
11198,368,"AW00011198","Brooke",NULL,"Sanders","1952-05-25","F","brooke3@adventure-works.com","5192 Dumbarton Drive","2022-02-05","10+ Miles","CA","California","US","United States","95062",4,"192.0.2.115"
11199,302,"AW00011199","Jacqueline",NULL,"Bennett","1957-11-02","F","jacqueline1@adventure-works.com","8948 Chinquapin Court","2022-03-18","10+ Miles","CA","California","US","United States","94010",4,"192.0.2.49"
11200,69,"AW00011200","Jason","L","Griffin","1953-05-21","M","jason18@adventure-works.com","7239 Nicholas Drive","2022-02-07","1-2 Miles","BC","British Columbia","CA","Canada","V8V",6,"198.51.100.70"
11201,369,"AW00011201","Amanda",NULL,"Foster","1953-02-14","F","amanda37@adventure-works.com","3984 San Francisco","2022-07-01","10+ Miles","CA","California","US","United States","90401",4,"192.0.2.116"
11202,334,"AW00011202","Alexia","L","Price","1958-08-22","F","alexia0@adventure-works.com","2079 Wellington Ct","2022-09-15","1-2 Miles","CA","California","US","United States","90712",4,"192.0.2.81"
11203,60,"AW00011203","Luis","D","Diaz","1959-08-18","M","luis21@adventure-works.com","3682 Diablo View Road","2022-02-20","10+ Miles","BC","British Columbia","CA","Canada","V6B 3P7",6,"198.51.100.61"
11204,536,"AW00011204","Destiny","C","Rivera","1953-11-29","F","destiny33@adventure-works.com","6965 Appalachian Drive","2022-08-09","2-5 Miles","OR","Oregon","US","United States","97005",1,"203.0.113.29"
11205,612,"AW00011205","Abby",NULL,"Fernandez","1954-01-21","F","abby13@adventure-works.com","8330 Glenside Court","2022-07-27","10+ Miles","WA","Washington","US","United States","98168",1,"203.0.113.105"
11206,626,"AW00011206","Blake",NULL,"Flores","1954-03-24","M","blake60@adventure-works.com","9410 Ferry St.","2022-05-11","10+ Miles","WA","Washington","US","United States","98036",1,"203.0.113.119"
11207,635,"AW00011207","Danielle",NULL,"Cox","1954-01-16","F","danielle12@adventure-works.com","2346 Wren Ave","2022-01-31","10+ Miles","WA","Washington","US","United States","98055",1,"203.0.113.128"
11208,325,"AW00011208","Maria",NULL,"Reed","1953-08-03","F","maria4@adventure-works.com","1413 Bridgeview St","2022-03-04","10+ Miles","CA","California","US","United States","91203",4,"192.0.2.72"
11209,336,"AW00011209","Allison",NULL,"Evans","1953-07-12","F","allison21@adventure-works.com","3515 Sutton Circle","2022-03-25","10+ Miles","CA","California","US","United States","91950",4,"192.0.2.83"
11210,383,"AW00011210","Edward","J","Wood","1953-12-06","M","edward50@adventure-works.com","1039 Adelaide St.","2022-05-06","10+ Miles","CA","California","US","United States","91791",4,"192.0.2.130"
11211,50,"AW00011211","Samantha",NULL,"Russell","1960-10-08","F","samantha42@adventure-works.com","9256 Village Oaks Dr.","2022-02-01","2-5 Miles","BC","British Columbia","CA","Canada","V2W 1W2",6,"198.51.100.51"
11212,53,"AW00011212","Chloe",NULL,"Campbell","1955-05-05","F","chloe4@adventure-works.com","3562 East Ave.","2022-01-30","2-5 Miles","BC","British Columbia","CA","Canada","V9",6,"198.51.100.54"
11213,614,"AW00011213","Stephanie","B","Murphy","1954-11-11","F","stephanie11@adventure-works.com","5514 Grant Street","2022-03-28","10+ Miles","WA","Washington","US","United States","98020",1,"203.0.113.107"
11214,545,"AW00011214","Charles","O","Miller","1955-05-07","M","charles9@adventure-works.com","2719 Little Dr","2022-08-14","10+ Miles","OR","Oregon","US","United States","97222",1,"203.0.113.38"
11215,62,"AW00011215","Ana",NULL,"Perry","1961-06-17","F","ana7@adventure-works.com","3114 Arlington Way","2022-02-15","10+ Miles","BC","British Columbia","CA","Canada","V8X",6,"198.51.100.63"
11216,547,"AW00011216","Jasmine","A","Torres","1955-11-17","F","jasmine32@adventure-works.com","8328 San Francisco","2020-08-15","10+ Miles","OR","Oregon","US","United States","97205",1,"203.0.113.40"
11217,547,"AW00011217","Natalie","P","Adams","1955-08-11","F","natalie58@adventure-works.com","6592 Bent Tree Lane","2020-08-10","10+ Miles","OR","Oregon","US","United States","97205",1,"203.0.113.40"
11218,642,"AW00011218","Olivia",NULL,"Brown","1961-09-07","F","olivia4@adventure-works.com","3964 Stony Hill Circle","2022-02-28","2-5 Miles","WA","Washington","US","United States","98403",1,"203.0.113.135"
11219,553,"AW00011219","Charles",NULL,"Cook","1956-05-31","M","charles69@adventure-works.com","6871 Bel Air Dr.","2022-10-29","10+ Miles","OR","Oregon","US","United States","97071",1,"203.0.113.46"
11220,310,"AW00011220","Erica","C","Huang","1961-02-19","F","erica5@adventure-works.com","9142 All Ways Drive","2022-03-14","10+ Miles","CA","California","US","United States","94014",4,"192.0.2.57"
11221,334,"AW00011221","Nathan",NULL,"Perry","1955-12-08","M","nathan3@adventure-works.com","9714 Nicholas Drive","2022-04-07","1-2 Miles","CA","California","US","United States","90712",4,"192.0.2.81"
11222,369,"AW00011222","Alexandra",NULL,"Rivera","1956-02-14","F","alexandra11@adventure-works.com","4999 Corte Segunda","2022-11-01","1-2 Miles","CA","California","US","United States","90401",4,"192.0.2.116"
